12,5,,12,6,,12,2,,12,1
26,5,,26,2,,26,2,,26,0
29,5,,29,1,,29,2,,29,1
32,5,,32,1,,32,2,,32,0
13,4,,13,1,,13,2,,13,1
42,6,,42,1,,42,2,,42,1
18,6,,18,1,,18,2,,18,0
13,5,,13,1,,13,2,,13,0
17,3,,17,1,,17,2,,17,0
23,4,,23,1,,23,2,,23,0
