213,3.32473e+07,,213,29329,,213,356,,213,18
436,3.1467e+07,,436,29134,,436,348,,436,17
273,3.13763e+07,,273,29527,,273,345,,273,16
538,3.13746e+07,,538,29144,,538,349,,538,18
552,3.18781e+07,,552,29275,,552,367,,552,25
598,3.19377e+07,,598,28911,,598,370,,598,24
640,3.14655e+07,,640,28908,,640,368,,640,25
217,3.14816e+07,,217,29066,,217,372,,217,17
299,3.24604e+07,,299,30193,,299,363,,299,24
455,3.3006e+07,,455,29412,,455,347,,455,17
