148,9190,,148,137,,148,27,,148,2
100,8405,,100,127,,100,23,,100,1
65,7979,,65,154,,65,24,,65,2
42,9586,,42,152,,42,24,,42,2
192,8224,,192,163,,192,32,,192,2
96,8401,,96,128,,96,23,,96,2
140,9456,,140,222,,140,53,,140,2
52,8185,,52,127,,52,22,,52,1
64,7961,,64,127,,64,25,,64,2
132,8129,,132,118,,132,22,,132,2
