46,219,,46,18,,46,8,,46,1
100,219,,100,13,,100,8,,100,0
65,167,,65,11,,65,7,,65,1
39,167,,39,10,,39,6,,39,0
83,150,,83,9,,83,7,,83,1
42,172,,42,9,,42,6,,42,0
20,161,,20,12,,20,6,,20,1
19,160,,19,12,,19,5,,19,1
36,160,,36,12,,36,6,,36,1
23,161,,23,12,,23,6,,23,1
