187,4.0977e+06,,187,7491,,187,225,,187,14
436,4.46681e+06,,436,7542,,436,189,,436,13
161,4.42073e+06,,161,7585,,161,202,,161,13
317,4.24766e+06,,317,8783,,317,223,,317,13
224,4.2453e+06,,224,7283,,224,176,,224,8
431,3.99932e+06,,431,7390,,431,238,,431,13
284,4.11808e+06,,284,7253,,284,200,,284,9
217,4.11726e+06,,217,7771,,217,192,,217,9
212,4.0067e+06,,212,7276,,212,177,,212,9
241,4.11358e+06,,241,7291,,241,180,,241,9
